,max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,max_bytes_for_level_multiplier,block_size,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger
179,240,7,5944337,107,18,13.0,31760,192,136,757
180,183,10,121853973,23,6,11.0,138026,146,609,915
181,242,6,33270482,14,26,5.0,270362,81,884,937
182,63,7,9084994,71,28,9.0,300301,173,253,281
183,170,7,82432667,9,9,14.0,437897,41,339,753
184,126,7,1698200,98,17,9.0,478620,232,207,223
185,210,5,30709840,99,13,5.0,370018,144,864,395
186,107,8,2493927,31,25,14.0,377568,162,86,192
187,16,8,6598914,11,14,6.0,41543,102,55,905
188,78,8,53825535,63,20,8.0,165499,214,521,639
189,96,9,7710716,16,8,7.0,171795,56,517,611
190,64,8,8705427,118,19,6.0,118544,220,352,7
191,213,2,66218818,27,27,9.0,43458,209,353,260
192,186,1,54983050,74,28,9.0,253721,206,507,198
193,247,5,26237239,64,18,14.0,391517,210,83,184
194,241,2,31269586,116,18,8.0,325509,106,1014,159
195,69,1,61998368,11,10,8.0,330442,236,838,600
196,230,2,107446250,72,17,13.0,205796,65,330,110
197,76,4,33160362,4,11,9.0,444026,191,363,743
198,70,4,119192698,50,25,12.0,65885,128,86,728
199,137,3,124413411,68,14,10.0,336231,206,156,609
200,138,7,71976862,125,10,14.0,234723,97,116,45
201,23,10,77451200,2,27,6.0,256537,107,195,52
202,20,8,13141455,92,1,7.0,446888,44,568,442
203,14,7,10000613,60,4,5.0,249800,55,332,933
204,155,10,114864699,43,11,9.0,85457,180,684,46
205,24,10,73487930,33,9,6.0,382293,52,422,636
206,54,1,124437705,84,19,13.0,477537,168,6,271
207,247,3,3015687,44,31,6.0,137473,161,416,166
208,86,9,35890798,37,19,9.0,230265,55,144,150
209,211,2,39307947,4,1,6.0,8205,82,240,172
210,96,3,7601133,89,11,5.0,135683,114,699,846
211,113,7,15507401,28,24,13.0,20146,158,984,970
212,237,6,6634433,16,26,14.0,117279,3,946,230
213,95,7,98175676,66,7,11.0,238667,137,391,894
214,5,4,1021525,28,12,10.0,181711,164,549,439
215,170,9,70029529,63,3,9.0,140831,64,1000,526
216,129,6,44238365,48,2,13.0,284171,89,694,489
217,67,6,48212513,38,9,6.0,363979,58,197,568
218,172,3,48823639,35,32,11.0,72529,209,858,678
219,9,8,89280491,22,3,7.0,267689,170,715,85
220,84,8,58128497,12,3,9.0,221335,226,121,463
221,18,3,95383560,59,3,13.0,112278,235,518,993
222,144,8,114714017,122,31,9.0,214834,37,330,666
223,243,6,46480490,49,29,12.0,172711,198,904,695
224,158,2,95833908,62,6,10.0,105240,110,302,527
225,45,7,83262060,5,32,12.0,142489,254,23,403
226,62,2,101227716,15,12,12.0,168672,16,818,736
227,105,7,24261428,24,4,5.0,76136,162,531,720
228,139,2,121511697,121,15,9.0,166446,237,471,6
229,237,2,75587270,69,4,14.0,44621,72,469,554
230,234,3,103921793,24,20,10.0,355543,78,401,241
231,123,6,16135120,117,6,10.0,481226,232,519,351
232,82,10,88112896,59,29,11.0,160336,160,867,977
233,157,5,97956385,109,9,14.0,33547,28,17,594
234,141,6,93730615,60,18,5.0,129633,36,604,363
235,35,8,128507425,66,21,12.0,387177,166,682,141
236,207,3,64073075,38,27,9.0,469824,190,627,306
237,134,4,115524003,2,17,7.0,352377,6,393,41
238,218,6,82835481,88,15,14.0,107398,102,999,360
239,35,8,103595330,104,22,11.0,452154,243,796,447
240,96,6,125213676,121,14,13.0,179458,38,950,844
241,199,9,102171620,63,14,6.0,419073,66,181,13
242,196,10,15451348,2,4,13.0,317452,31,153,961
243,104,5,109225603,59,21,7.0,63888,41,297,357
244,149,7,13678311,27,3,10.0,267721,27,332,166
245,124,8,2224606,37,5,9.0,89568,193,228,528
246,195,5,84833780,112,23,6.0,448489,44,824,228
247,122,2,35858502,72,5,12.0,342814,30,752,677
248,62,2,28509918,65,8,11.0,298134,173,376,654
249,133,4,9999781,100,20,9.0,400495,101,455,397
250,52,6,51255503,78,7,9.0,24236,136,485,387
251,132,7,30572581,67,17,14.0,434328,84,889,768
252,232,2,129179814,8,15,5.0,322291,119,915,414
253,224,7,128655315,79,13,13.0,14147,54,706,157
254,147,1,47069990,50,13,13.0,208966,50,94,14
255,219,3,29116128,122,20,5.0,180502,235,427,927
256,183,4,66313243,76,3,10.0,11768,153,810,683
257,56,2,48004291,77,9,6.0,258569,183,33,16
258,60,5,120858150,73,28,14.0,155315,59,295,550
259,71,4,94624901,14,21,14.0,156750,129,656,956
260,185,5,101070524,82,12,13.0,448236,162,981,791
261,39,6,103408310,114,9,7.0,59432,213,576,893
262,234,5,34777671,37,24,5.0,232428,15,396,785
263,111,1,104454777,22,9,12.0,9112,162,349,144
264,150,9,63795231,108,31,12.0,496649,64,375,378
265,120,1,17301975,43,31,6.0,260315,154,276,777
266,105,8,115275554,23,4,7.0,278585,183,902,492
267,132,4,54076999,114,11,10.0,25830,31,367,725
268,128,7,59175548,120,14,8.0,252348,29,735,860
269,212,2,6792812,21,6,13.0,315526,215,394,670
270,161,6,59633819,17,30,9.0,382174,128,323,295
271,20,7,65298450,47,14,8.0,449107,193,344,863
272,125,1,107982833,103,26,14.0,225835,3,708,477
273,85,10,123760651,17,32,10.0,402702,102,301,163
274,243,2,47298305,99,3,13.0,383184,148,319,532
275,158,10,37446324,50,2,7.0,19457,256,212,992
276,88,1,68935494,78,12,5.0,308456,42,842,148
277,216,10,68789975,13,14,6.0,220378,255,93,635
278,13,5,94305852,17,18,5.0,471032,15,188,144
279,76,9,23748738,87,20,9.0,476832,107,866,610
280,28,3,4097451,43,12,11.0,112816,71,636,85
281,170,2,57432886,109,30,5.0,457791,234,812,470
282,38,3,81818373,28,8,5.0,381369,166,466,718
283,17,2,6420229,11,26,13.0,363186,34,1010,375
284,175,3,2561032,98,16,6.0,470385,56,905,6
285,86,6,9712258,75,18,6.0,13198,109,196,546
286,174,3,528268,116,24,10.0,12262,58,786,682
287,11,5,31031511,64,17,13.0,17453,177,534,96
288,213,9,44104433,8,22,13.0,52343,3,437,657
289,142,5,117719198,44,1,9.0,126602,172,944,667
290,152,9,2944196,33,6,10.0,399050,39,536,140
291,103,4,125896166,107,15,6.0,224350,170,299,162
292,24,2,52105957,33,6,13.0,129675,216,766,137
293,197,7,126487171,4,8,6.0,365109,153,229,166
294,63,5,58652665,92,11,5.0,384974,212,470,937
295,221,7,35294150,73,20,13.0,185485,49,909,38
296,244,1,58113942,126,12,7.0,323954,171,665,229
297,23,7,50035682,107,5,10.0,482831,203,463,29
298,115,3,54088891,84,4,5.0,1585,51,454,381
299,209,3,50496131,66,30,14.0,3716,233,1003,81
300,92,4,88068868,118,9,5.0,447376,252,690,276
301,242,2,127462889,78,6,14.0,313739,25,833,145
302,152,2,30770945,83,21,11.0,250578,246,89,876
303,69,8,94730971,75,32,6.0,259532,217,379,757
304,219,8,91031709,11,18,11.0,49180,82,645,254
305,233,4,105541096,110,17,13.0,476286,29,340,213
306,7,6,37928017,34,25,10.0,175729,177,101,840
307,33,8,80631124,2,29,5.0,196503,99,581,994
308,41,2,77689351,54,6,11.0,489838,115,764,760
309,22,4,94903689,93,4,7.0,390388,205,549,32
310,213,8,53193626,18,9,8.0,81389,12,821,471
311,188,4,13644123,79,20,5.0,263252,81,741,557
312,91,8,124722047,46,31,14.0,200571,241,395,754
313,207,9,70103875,68,4,14.0,220955,246,582,365
314,179,4,108603853,88,11,7.0,44998,50,114,699
315,239,2,57306734,93,30,8.0,429389,85,383,1006
316,204,8,117342987,64,8,9.0,178745,198,606,381
317,232,2,95512693,94,11,7.0,167076,56,167,688
318,253,7,117250414,50,5,10.0,81091,135,515,31
319,81,9,15412485,117,11,12.0,127869,183,819,899
320,65,8,67372698,106,25,6.0,476132,182,554,1002
321,157,7,127535078,90,12,5.0,378347,111,892,1002
322,188,5,86289952,25,28,6.0,340087,24,133,649
323,121,2,58156223,110,31,9.0,258567,20,678,193
324,22,2,60339498,34,22,6.0,362566,242,273,591
325,210,6,41320877,67,15,7.0,288052,190,590,929
326,165,2,13552114,91,23,6.0,120111,128,923,290
327,33,6,52873505,35,27,10.0,409524,163,1011,127
328,134,8,7959405,27,32,6.0,345634,128,637,203
329,35,3,60826441,120,9,7.0,112884,122,236,932
330,201,8,2125398,72,29,8.0,238800,72,259,545
331,52,6,36357621,106,5,7.0,136597,144,150,315
332,237,8,113012054,103,24,10.0,27611,57,680,65
333,18,2,116211456,5,10,5.0,458186,117,91,656
334,77,5,59527070,79,21,6.0,297739,218,10,748
335,45,3,73434117,17,15,5.0,195140,149,141,873
336,166,3,102925407,87,23,11.0,371562,50,15,981
337,159,2,1255394,125,8,13.0,261574,211,236,295
338,3,2,76815586,51,20,9.0,298230,217,957,248
339,230,9,2209882,15,4,7.0,158026,45,781,417
340,197,3,19646579,91,16,11.0,52470,191,744,922
341,140,7,14510111,36,17,8.0,182335,197,459,382
342,129,2,111292729,24,27,12.0,219837,90,882,916
343,169,7,70793710,12,21,14.0,245451,54,917,929
344,185,7,45426431,75,17,14.0,260287,190,152,66
345,62,4,62225716,105,26,6.0,341767,205,147,648
346,61,5,23682260,82,14,10.0,369329,239,809,38
347,11,7,46473159,31,10,13.0,474974,151,658,740
348,183,6,31960157,21,18,6.0,344140,146,637,405
349,95,3,9590702,78,5,8.0,494834,207,105,321
350,156,4,103492934,48,17,9.0,54082,202,513,658
351,64,8,82197210,110,10,7.0,63738,70,650,344
352,222,8,85994715,87,14,12.0,385250,154,931,994
353,174,5,120200965,84,4,6.0,459847,21,334,93
354,77,9,77560116,11,29,8.0,88593,251,833,922
355,158,1,9135030,122,13,10.0,105741,83,334,52
356,101,6,119886292,72,2,14.0,269731,42,982,211
357,183,2,5831745,20,30,10.0,394890,206,869,678
358,165,10,16473582,54,1,7.0,217506,92,405,536
359,185,4,89278921,23,22,6.0,449477,92,651,985
360,133,4,71871764,101,8,8.0,336184,66,157,294
361,3,6,127991679,53,5,7.0,320090,164,111,114
362,151,10,69604428,111,14,11.0,183364,60,298,79
363,140,1,32406528,54,16,7.0,364285,127,999,674
364,238,5,126840141,66,3,14.0,281782,63,825,383
365,84,8,47262006,74,14,11.0,242023,183,557,560
366,172,4,120200772,98,5,13.0,366367,34,222,605
367,232,8,117263652,15,5,6.0,316648,241,10,378
368,244,3,86459367,102,4,12.0,16000,80,632,976
369,151,6,110418914,119,15,13.0,371896,134,737,844
370,17,6,115720181,117,10,7.0,167899,163,506,638
371,133,4,100726996,110,24,13.0,312349,95,645,5
372,194,9,114942070,29,31,5.0,300217,86,194,996
373,216,5,106328893,16,18,14.0,463689,198,952,241
374,22,7,74725299,52,6,11.0,440636,203,916,108
375,148,10,30723351,74,16,6.0,123460,245,638,960
376,140,5,28779454,38,10,5.0,450365,14,589,91
377,109,4,8661423,62,11,7.0,389599,212,79,550
378,206,2,108345104,43,8,9.0,152217,106,943,837
379,249,3,44049368,71,6,7.0,293492,158,56,783
380,250,5,60823500,24,31,5.0,262976,202,160,707
381,99,7,113798847,105,3,10.0,225790,105,40,814
382,253,3,76016177,53,11,6.0,113122,177,202,134
383,181,1,79034263,104,32,7.0,147865,93,956,768
384,237,10,119737928,126,19,11.0,67908,132,937,931
385,147,3,954919,43,17,13.0,209801,220,372,796
386,60,6,105802564,4,15,8.0,456523,139,143,398
387,137,10,8144066,110,18,12.0,491113,50,346,876
388,43,4,76083346,92,8,8.0,472397,205,378,333
389,241,2,55645303,24,11,11.0,70181,48,270,1017
390,130,5,61467743,32,1,12.0,191351,226,377,787
391,28,10,48250243,82,11,10.0,118668,4,512,601
392,148,9,68394569,5,31,10.0,47368,206,440,630
393,38,4,52340249,81,14,13.0,76236,126,825,755
394,243,7,88565368,101,27,13.0,329256,244,429,137
395,242,8,102736059,99,11,7.0,121004,176,337,87
396,186,5,95149771,120,4,8.0,92031,162,313,242
397,90,8,76386410,32,28,10.0,26770,98,323,690
398,89,6,120595733,61,27,6.0,284383,79,581,901
399,91,6,81155099,61,29,9.0,190594,51,189,458
400,172,7,419807,26,20,12.0,203366,191,465,376
401,196,1,1331423,126,28,6.0,155228,136,582,19
402,85,3,81275823,14,13,8.0,242457,158,69,880
403,22,6,129126795,98,23,8.0,321387,104,564,323
404,36,10,94626737,93,20,13.0,151506,1,353,940
405,251,4,27634483,114,3,7.0,115598,211,927,483
406,155,4,11387550,43,30,5.0,55141,131,1017,811
407,52,9,13166432,110,19,11.0,266518,65,407,253
408,122,3,102778080,92,16,12.0,290299,85,408,880
409,166,9,96597819,123,4,10.0,435652,72,910,53
410,27,10,114824411,91,11,12.0,238380,181,425,741
411,19,1,14517469,23,11,6.0,316774,125,409,1006
412,14,7,35310513,118,6,13.0,131533,206,664,1010
413,13,7,53655913,9,24,9.0,451878,182,374,822
414,40,4,119591652,100,19,9.0,237968,18,804,558
415,50,5,112236928,59,7,9.0,394621,2,913,280
416,247,10,18146570,124,10,14.0,253094,83,889,284
417,129,9,66760804,88,25,11.0,273177,177,575,272
418,11,4,30871451,33,7,10.0,406396,193,291,109
419,101,8,58576255,36,12,12.0,38567,226,199,638
420,171,10,104794726,47,30,8.0,192783,167,976,695
421,251,4,8029209,32,29,6.0,235832,46,786,215
422,74,7,87538100,68,7,13.0,481781,168,499,856
423,239,1,58113539,3,17,7.0,476035,112,66,319
424,3,8,61267876,92,5,7.0,440324,29,188,362
425,112,1,66801869,23,6,7.0,437746,79,71,621
426,246,10,69781928,35,7,12.0,411576,235,837,421
427,117,6,49188095,101,19,12.0,126877,168,45,920
428,109,3,40111788,100,12,10.0,476647,255,373,553
429,235,4,116538229,47,22,6.0,381850,63,716,918
430,229,4,30135627,3,31,8.0,461532,217,113,413
431,163,1,55496421,48,5,6.0,357170,216,814,79
432,112,9,45921092,96,20,9.0,153109,14,95,701
433,26,7,91200535,116,29,9.0,481628,103,376,829
434,135,5,123341328,119,22,11.0,107232,46,794,285
435,131,3,48645189,18,25,10.0,489457,172,528,394
436,33,6,8322920,126,11,5.0,261089,6,194,285
437,2,3,108750891,45,16,12.0,171603,233,390,368
438,225,7,41270035,33,2,7.0,469833,157,473,567
439,177,2,103809019,22,17,13.0,100840,64,388,745
440,96,2,53626411,26,13,8.0,101377,43,666,149
441,86,4,23125022,106,19,14.0,83736,10,945,550
442,30,8,76904373,19,8,14.0,157511,176,559,609
443,221,10,24247705,5,6,10.0,360844,71,765,850
444,68,3,11479972,127,26,5.0,498328,77,779,247
445,71,6,129901751,48,28,6.0,169508,145,127,147
446,112,2,4252692,4,14,6.0,354382,70,407,261
447,211,4,34391427,13,29,7.0,170068,130,479,688
448,251,2,127888632,103,15,13.0,125814,51,396,109
449,147,4,111997106,79,21,5.0,444563,214,420,782
450,108,5,33139019,51,16,11.0,36101,153,385,887
451,11,3,28684583,46,4,14.0,174446,114,476,858
452,31,8,101158658,84,20,7.0,168476,27,502,6
453,196,5,18931492,71,2,11.0,385855,76,844,406
454,107,5,19804956,106,10,8.0,363998,229,224,756
455,20,10,87693396,31,32,6.0,149090,186,719,959
456,73,7,110995864,96,7,9.0,473887,134,594,942
457,218,9,101777335,75,15,14.0,462178,155,1013,828
458,182,9,118029222,69,29,10.0,40488,253,702,939
459,254,5,78407784,28,15,8.0,38024,130,1012,269
460,127,8,82068942,102,14,14.0,2412,208,332,356
461,178,9,23772405,99,6,9.0,457690,8,577,315
462,162,2,74124899,101,5,7.0,118352,168,826,884
463,191,8,3389493,92,29,6.0,305159,105,976,658
464,104,4,114168022,60,8,12.0,120088,195,699,394
465,119,6,40526445,128,13,8.0,199543,229,757,160
466,217,7,123842976,119,17,11.0,252405,94,624,467
467,242,4,12255456,93,15,8.0,83182,53,664,72
468,226,5,110372034,37,4,8.0,316110,72,125,132
469,193,3,3683659,103,5,12.0,413518,212,22,832
470,185,3,97094290,125,7,12.0,59536,91,948,187
471,13,4,80968696,52,21,6.0,216693,206,14,446
472,15,9,126693830,80,13,10.0,479033,60,646,639
473,152,8,45904832,8,28,11.0,298961,247,151,431
474,11,2,5253168,33,30,11.0,128620,83,72,1011
475,28,5,12252617,83,23,5.0,148242,239,69,160
476,240,3,81056374,76,7,14.0,115686,163,503,80
477,88,2,122779636,90,8,10.0,301816,92,813,143
478,29,8,66086042,14,28,13.0,371781,74,784,583
479,20,7,23568892,123,12,12.0,179232,52,666,920
480,202,7,123617965,68,26,14.0,128969,206,803,678
481,112,4,118916640,6,22,11.0,135739,176,320,486
482,7,6,108292763,89,18,14.0,92901,135,45,741
483,62,9,123246891,45,1,10.0,28873,17,331,142
484,193,3,48398658,7,18,11.0,330689,178,354,370
485,150,8,50969368,55,4,11.0,372953,195,580,803
486,49,9,100876698,85,24,5.0,172571,244,974,48
487,46,8,101905703,8,25,5.0,394967,223,18,142
488,251,3,23072588,114,22,11.0,256921,49,578,168
489,18,4,29575078,121,12,14.0,199661,51,521,499
490,157,4,108793528,104,18,6.0,245406,14,450,239
491,222,6,108993196,100,18,9.0,333675,251,796,610
492,114,7,121470746,50,24,14.0,105107,184,857,344
493,14,6,19705898,103,1,9.0,76372,87,142,64
494,30,8,79191153,81,19,10.0,359524,92,713,895
495,115,8,35546660,50,26,11.0,260409,169,342,438
496,143,5,52266495,10,5,8.0,243647,49,308,465
497,68,3,24420583,31,18,7.0,340381,212,373,674
498,32,2,100521143,95,24,13.0,8996,219,586,571
499,77,3,28064764,88,26,12.0,483424,225,773,766
0,217,4,111336072,51,30,8.0,84917,231,430,24
1,4,1,101313631,77,15,8.0,102371,151,800,649
2,120,7,106105555,116,11,8.0,428278,251,491,372
3,150,7,108948223,67,15,11.0,102949,23,288,213
4,211,6,124508243,80,32,7.0,123250,52,142,498
5,206,5,92252947,70,28,10.0,195578,244,655,362
6,52,5,122555114,102,13,6.0,270884,144,966,357
7,62,5,106646101,53,21,9.0,130940,142,618,124
8,158,3,109624708,93,10,10.0,96988,60,647,455
9,9,3,126636993,34,18,10.0,87380,108,878,713
10,230,7,89248701,20,9,6.0,21092,224,479,257
11,119,3,69265127,68,20,6.0,68782,95,383,462
12,110,2,39274520,126,9,7.0,365049,10,811,661
13,104,9,73100271,44,11,5.0,446161,80,536,408
14,222,4,128387806,73,16,13.0,47772,246,897,308
15,125,5,90916643,23,2,6.0,207064,223,553,87
16,60,4,110364382,61,31,7.0,367934,71,996,76
17,227,7,80808538,79,20,5.0,292860,162,467,182
18,210,4,114283283,45,18,8.0,155735,157,73,897
19,196,8,63828220,61,1,11.0,415702,127,943,482
20,177,6,87818126,87,30,9.0,161785,47,725,593
21,72,6,82531542,106,15,9.0,152397,55,772,473
22,89,1,106862746,51,24,8.0,473676,169,999,928
23,170,9,83955545,73,25,9.0,386153,184,824,292
24,90,6,58594526,36,14,13.0,182018,237,511,979
25,186,1,114709582,121,26,8.0,103654,85,743,526
26,2,10,40106865,43,29,7.0,169987,134,700,571
27,63,2,95295629,12,4,8.0,30065,35,409,674
28,255,3,102732906,84,30,8.0,184730,89,953,868
29,200,1,98847828,41,1,11.0,75518,203,693,431
30,28,8,65110307,63,5,9.0,137047,137,476,845
31,172,6,118996020,63,13,10.0,143662,67,591,382
32,121,8,50528902,102,7,12.0,269329,64,768,35
33,162,5,70984785,59,17,8.0,50142,229,499,235
34,186,3,126023434,56,7,8.0,10114,222,784,530
35,67,7,3395152,24,5,12.0,305808,207,822,542
36,34,4,42218161,74,10,12.0,17352,219,457,730
37,154,7,5209013,110,15,8.0,37292,197,30,705
38,98,2,117343747,80,20,11.0,214393,32,567,166
39,235,3,97023564,35,25,10.0,202419,90,524,443
40,252,9,54482797,126,2,12.0,324942,3,172,607
41,78,10,56996475,89,26,9.0,86894,46,329,749
42,73,5,64474074,2,24,10.0,221721,99,903,210
43,160,4,129171863,70,15,10.0,9580,220,900,343
44,183,3,126469000,82,29,10.0,81598,240,657,322
45,148,6,106740559,83,7,6.0,160426,212,417,256
46,134,2,111171492,39,3,6.0,254625,8,631,412
47,107,4,77200363,122,3,5.0,1211,255,1021,936
48,161,1,28165308,96,14,11.0,318868,233,560,342
49,179,3,73389817,69,28,10.0,52163,213,300,1012
50,139,6,46565259,54,19,5.0,234562,69,1019,56
51,133,2,47343983,32,12,11.0,499998,148,444,234
52,144,3,105415755,65,6,10.0,145584,209,845,506
53,2,5,129650489,70,28,9.0,101879,57,687,725
54,219,3,129662248,53,27,7.0,192172,39,620,259
55,111,2,4416546,91,24,5.0,81245,143,442,558
56,181,2,115114702,77,9,9.0,11656,192,874,707
57,27,4,118827379,28,26,14.0,166689,103,509,367
58,169,5,120240230,47,4,12.0,58266,175,743,388
59,146,8,93986913,99,27,12.0,471146,74,570,642
60,95,7,116967689,89,31,14.0,360232,53,412,264
61,248,3,92329355,15,8,13.0,181130,118,402,284
62,52,7,39755223,24,23,11.0,347204,122,239,808
63,206,4,126227309,71,31,8.0,114513,246,587,151
64,141,5,96264002,103,14,13.0,1155,213,978,916
65,115,2,98171882,109,26,12.0,108796,155,666,1009
66,136,2,122249261,29,12,8.0,95204,14,843,304
67,202,4,99629463,86,8,7.0,174731,251,386,339
68,177,5,122957701,80,28,6.0,72258,88,857,506
69,97,9,89451381,57,18,12.0,212783,82,929,141
70,42,8,12730613,13,21,8.0,115905,1,141,801
71,42,5,113264856,66,22,11.0,65038,40,745,545
72,13,4,110085918,26,11,8.0,455866,174,711,789
73,195,4,122458795,105,22,9.0,29771,134,183,483
74,206,4,127262243,51,2,8.0,120280,219,581,273
75,201,7,84949693,115,17,12.0,195696,198,675,184
76,174,5,129775536,89,10,9.0,55097,165,745,766
77,245,5,118222489,85,7,7.0,323194,3,778,805
78,127,4,81636051,75,32,13.0,136717,156,860,615
79,157,4,102783131,71,19,11.0,63614,77,681,48
80,190,7,121562832,48,4,8.0,285432,120,601,201
81,127,3,129597886,38,19,7.0,109423,26,609,859
82,227,1,15422405,57,23,10.0,26112,112,977,589
83,164,6,31340881,4,23,8.0,38723,186,715,12
84,193,4,129867697,61,6,9.0,42934,168,891,332
85,85,4,112395862,39,24,10.0,403136,184,356,626
86,17,1,101056829,115,12,10.0,289805,254,708,735
87,167,3,128342365,58,6,10.0,12623,171,788,437
88,235,5,86695125,6,22,8.0,133057,126,726,836
89,51,3,107668788,18,21,10.0,259011,116,254,103
90,102,6,26521809,30,25,9.0,230496,217,924,770
91,113,2,94962509,93,2,9.0,121479,201,757,676
92,215,2,74816965,96,16,7.0,241936,19,818,667
93,152,4,19126650,96,13,9.0,3719,105,42,570
94,19,5,78594075,12,16,10.0,37844,190,1003,120
95,239,6,1101741,45,10,11.0,251674,148,913,964
96,240,6,115635465,75,8,14.0,20664,61,801,423
97,78,5,51090885,50,27,6.0,1404,178,308,824
98,250,6,117492847,61,11,7.0,343717,177,538,283
99,186,4,103713710,49,17,14.0,151639,32,631,396
100,46,5,129337047,88,15,13.0,155020,121,994,534
101,152,3,60036558,52,4,10.0,117767,217,640,266
102,127,6,48236952,60,12,11.0,160748,32,716,31
103,67,5,18308404,82,21,13.0,132861,80,870,400
104,160,2,56164100,41,24,13.0,353014,60,498,427
105,86,4,126819420,79,11,10.0,47766,152,990,886
106,86,5,61043597,27,19,13.0,247951,89,469,675
107,54,10,79311309,95,16,13.0,489656,66,584,400
108,60,5,68424875,45,15,8.0,95753,242,422,687
109,4,7,128438620,77,11,10.0,998,147,1021,916
110,256,6,32253878,59,6,12.0,2898,122,687,595
111,121,4,114329131,55,20,14.0,206664,97,820,671
112,225,2,58352246,107,23,9.0,226408,103,789,643
113,137,9,62551156,30,22,13.0,172577,248,853,292
114,5,7,126420335,77,12,12.0,25823,152,957,883
115,237,9,107878669,55,12,12.0,80033,197,618,592
116,199,3,89780437,101,19,6.0,149241,64,412,471
117,61,3,98550572,104,15,13.0,154307,104,922,499
118,194,3,81375527,63,3,13.0,122958,130,264,610
119,40,6,129777352,68,5,10.0,123759,87,549,709
120,167,6,102278533,84,5,13.0,224609,45,604,814
121,59,2,99008724,23,31,6.0,191136,104,183,417
122,109,3,42863384,24,16,14.0,419159,24,142,729
123,79,1,109820393,99,1,9.0,165290,76,283,466
124,250,4,101448282,69,11,14.0,264774,159,468,755
125,35,4,73938545,21,24,7.0,162688,39,714,266
126,135,2,85105221,32,27,13.0,236301,17,599,477
127,199,9,33576851,57,7,7.0,308970,26,449,661
128,31,10,108811468,73,21,8.0,299304,170,398,658
129,52,6,125352651,83,11,11.0,16644,185,155,998
130,16,7,71800585,39,3,11.0,198606,72,353,913
131,186,1,87136835,36,30,13.0,295981,59,509,797
132,226,10,57886436,123,31,14.0,347596,222,261,270
133,173,4,35467061,79,6,12.0,62927,127,375,454
134,117,7,128786514,76,10,10.0,72955,109,888,921
135,156,3,12727742,48,4,14.0,85411,99,404,711
136,202,4,79301402,56,2,13.0,267905,149,43,162
137,131,3,129251537,62,15,13.0,231402,116,613,675
138,154,9,49348346,37,25,7.0,113337,112,498,450
139,191,3,5352497,27,7,14.0,370579,193,334,494
140,193,9,69968295,20,2,11.0,215450,57,986,38
141,68,8,120094411,7,8,7.0,72789,94,314,689
142,221,1,101187919,62,22,12.0,273743,52,676,114
143,91,5,126237330,2,12,10.0,401757,1,620,935
144,218,2,74303398,70,3,10.0,171660,108,245,744
145,191,7,66298238,30,20,13.0,104414,33,787,82
146,140,2,111455322,73,8,11.0,141869,72,447,606
147,156,3,123636742,17,29,12.0,281811,113,434,554
148,115,3,38916746,116,6,14.0,112933,198,843,970
149,24,7,113071824,71,2,9.0,12,158,1020,937
150,11,5,66216,86,28,9.0,391282,230,101,213
151,212,4,115818150,81,19,13.0,146422,24,326,862
152,102,6,89975912,58,7,6.0,47075,166,523,776
153,165,5,84431703,54,31,11.0,138525,183,767,451
154,47,2,116385142,97,14,11.0,61860,42,657,336
155,236,3,113956563,27,12,11.0,346167,33,369,778
156,76,8,123368475,75,9,11.0,297547,135,961,850
157,106,1,92281499,87,14,10.0,258988,209,937,615
158,94,6,116244231,65,13,9.0,213311,146,350,723
159,180,3,129423183,11,26,5.0,177766,139,728,366
160,145,2,21591198,43,28,7.0,476068,145,354,1024
161,163,2,92302717,78,7,8.0,14931,83,680,872
162,124,6,16200364,93,7,8.0,341713,52,437,394
163,87,9,94809294,96,17,9.0,191347,126,702,636
164,72,4,112981688,80,9,10.0,27252,189,899,1017
165,69,8,81982599,59,15,12.0,252777,126,201,725
166,32,10,119514626,105,13,9.0,326912,104,741,752
167,24,4,121714446,118,18,12.0,184335,97,50,424
168,52,6,105212989,123,10,9.0,8571,133,708,830
169,179,5,10684202,127,9,8.0,29316,92,3,631
170,125,8,97535600,37,7,13.0,284222,114,66,195
171,106,7,104596574,45,4,11.0,185650,15,301,785
172,241,6,83358366,52,17,14.0,324430,231,233,328
173,251,4,67444040,67,10,12.0,416043,8,574,573
174,128,7,104859505,68,5,10.0,112613,87,815,954
175,81,5,118461371,65,5,5.0,58836,205,1023,854
176,208,8,95859295,92,6,5.0,129186,177,232,316
177,98,2,76813879,73,32,12.0,230191,34,623,262
178,18,7,76336208,68,1,11.0,167337,85,12,795
179,230,3,51812760,61,1,12.0,102374,138,547,574
180,173,6,52858832,53,8,10.0,87619,49,534,512
181,24,4,120342295,114,14,8.0,93049,167,646,961
182,135,5,111506716,50,13,11.0,452192,119,784,813
183,43,6,106133774,48,4,14.0,122078,79,546,707
184,169,7,123668509,90,8,8.0,241882,153,579,891
185,42,6,93261427,100,18,7.0,457333,142,489,507
186,1,8,4458753,64,18,6.0,43092,133,852,541
187,9,8,100770652,109,14,12.0,218139,251,747,760
188,113,5,129649438,89,20,14.0,199716,66,990,558
189,3,1,46046053,48,17,14.0,369601,220,562,362
190,197,1,26769921,52,3,12.0,123546,131,203,617
191,184,2,42347180,63,5,13.0,338720,175,124,705
